point#,speed score,accn score,jerk score,point score,distance weight
0,100,100,0,100.0,8.58077500000013
1,100,100,100,100.0,8.987503999999944
2,100,100,100,100.0,8.276149000000032
3,100,100,100,100.0,8.336996999999883
4,100,100,100,100.0,7.858281000000034
5,100,100,100,100.0,7.821453999999903
6,100,100,100,100.0,7.603166999999985
7,100,100,54.36183999999997,84.93940719999999,7.531609000000117
8,100,100,48.832799999999985,83.114824,7.664704999999913
9,100,0,0,100.0,6.881667000000107
10,100,0,0,100.0,6.9941610000000765
11,100,100,0,100.0,7.2393379999998615
12,100,0,0,100.0,6.630184999999983
13,100,100,0,100.0,6.53379700000005
14,100,100,100,100.0,6.615418999999974
15,100,0,0,100.0,6.208276000000069
16,100,100,0,100.0,5.887733999999909
17,100,100,36.36668000000001,79.0010044,6.080889999999954
18,100,100,100,100.0,5.515190000000075
19,100,100,100,100.0,5.454075999999986
20,100,100,100,100.0,5.605310000000145
21,100,100,100,100.0,5.1521999999999935
22,100,100,100,100.0,4.972009999999955
23,100,100,100,100.0,4.829242000000022
24,100,0,0,100.0,4.551332000000002
25,100,100,0,100.0,4.438107999999829
26,100,0,0,100.0,4.223021000000017
27,100,100,0,100.0,4.181484000000182
28,100,100,100,100.0,4.024336999999832
29,100,100,100,100.0,3.798618000000033
30,100,100,100,100.0,3.6828179999999975
31,100,100,100,100.0,3.4461029999999937
32,100,100,100,100.0,2.8640760000000682
33,100,100,57.10747999999999,85.8454684,2.7963150000000496
34,100,100,55.88447999999998,85.4418784,2.246902999999975
35,100,100,100,100.0,1.9674399999998968
36,100,100,100,100.0,1.6282650000000558
37,100,100,100,100.0,1.0844010000000708
38,100,100,100,100.0,0.6584139999999934
39,100,0,0,100.0,0.42690300000003845
40,100,0,0,100.0,0.4503829999998743
41,100,0,0,100.0,0.4306389999999283
42,100,0,0,100.0,0.4262670000000526
43,100,100,0,100.0,0.3890550000000985
44,100,0,0,100.0,0.0
45,100,0,0,100.0,0.0
46,100,0,0,100.0,0.0
47,100,0,0,100.0,0.0
48,100,0,0,100.0,0.0
49,100,0,0,100.0,0.0
50,100,0,0,100.0,0.0
51,100,0,0,100.0,0.0
52,100,0,0,100.0,0.0
53,100,0,0,100.0,0.0
54,100,0,0,100.0,0.0
55,100,0,0,100.0,0.0
56,100,0,0,100.0,0.0
57,100,0,0,100.0,0.0
58,100,0,0,100.0,0.0
59,100,0,0,100.0,0.0
60,100,0,0,100.0,0.0
61,100,0,0,100.0,0.0
62,100,0,0,100.0,0.0
63,100,0,0,100.0,0.0
64,100,0,0,100.0,0.0
65,100,0,0,100.0,0.0
66,100,0,0,100.0,0.0
67,100,0,0,100.0,0.0
68,100,79.86057571888142,0,89.93028785944071,0.35500200000001314
69,100,56.21627198536534,100,85.11353247502421,1.0230489999999008
70,100,73.07209562919024,100,90.84451251392468,1.5677270000001045
71,100,6.185550091258785,100,68.103087031028,2.102183999999852
72,100,81.5666879361941,74.09336000000002,85.18348269830601,2.2242730000000392
73,100,69.8688369281844,100,89.7554045555827,2.542562000000089
74,100,59.247094730825566,100,86.14401220848069,2.9446929999999156
75,100,0,0,100.0,3.1108469999999215
76,100,-54.218467873636975,0,22.890766063181513,3.2810340000000906
77,100,0,0,100.0,3.553327000000081
78,100,12.519691220936613,0,56.259845610468304,3.6944149999999354
79,100,-9.288372160288016,100,62.84195346550207,3.9726029999999355
80,100,0,0,100.0,4.173664000000144
81,100,-26.027229362552752,0,36.98638531872362,4.151083999999855
82,100,-48.7718996574541,100,49.41755411646561,4.500007000000096
83,100,100,0,100.0,4.594771999999921
84,100,-63.61218218120679,0,18.193908909396605,4.681214000000182
85,100,0,0,100.0,4.8061649999999645
86,100,-103.77931539517232,0,-1.8896576975861592,4.830387999999857
87,100,100,0,100.0,4.982000999999855
88,100,-71.12550493593533,0,14.437247532032337,5.642697000000226
89,100,100,0,100.0,5.200538000000051
90,100,0,0,100.0,5.260956999999962
91,100,100,0,100.0,4.936249999999745
92,100,100,100,100.0,5.206584000000021
93,100,0,0,100.0,4.696018000000095
94,100,0,0,100.0,4.6160789999999
95,100,100,0,100.0,5.31501900000012
96,100,0,0,100.0,4.978125999999975
97,100,0,0,100.0,5.256905000000188
98,100,100,0,100.0,5.117023999999674
99,100,100,100,100.0,5.750646000000415
100,100,96.22598784972622,100,98.71683586890691,5.99882499999967
101,100,100,0,100.0,5.774075000000266
102,100,0,0,100.0,5.962387999999919
103,100,41.83322295098806,0,70.91661147549402,6.729800000000068
104,100,0,0,100.0,6.166952999999921
105,100,76.347605805799,0,88.1738029028995,6.246822999999949
106,100,0,0,100.0,6.451648000000205
107,100,0,0,100.0,6.509849000000031
108,100,0,0,100.0,6.598275999999714
